snapshot_timestamp,token_symbol,token_address,network,pool_name,pool_address,dex,fee_percent,tvl_usd,volume_24h_usd,token_price_usd,token_fdv_usd,token_mc_usd,is_bio_pair,our_position_value_usd,target_lp_value_usd,lp_gap_usd,bio_price_usd,target_fdv_percentage,price_change_24h_percent,price_change_7d_percent,tvl_change_7d_percent
2025-08-20T14:27:49.553320+00:00,BIO,0xcb1592591996765ec0efc1f92599a19767ee5ffa,ethereum,BIO/WETH,0x08a5a1e2671839dadc25e2e20f9206fd33c88092,unknown,0,1920913.6036,3142310.35262446,0,0,0,True,1746136.16,0,0,0.1567941269,1.0,0.0,0.0,1.612235524437324
2025-08-20T14:27:49.553320+00:00,VITA,0x81f8f0bb1cb2a06649e51913a151f0e7ef6fa321,ethereum,VITA/WETH,0xcbcc3cbad991ec59204be2963b4a87951e4d292b,unknown,0,545762.8624,222005.280121747,1.98,127311782.4,51453290,False,0,0,0,0.1567941269,1.0,8.791208791208787,0.0,9.347079460972829
2025-08-20T14:27:49.553320+00:00,VITA,0x81f8f0bb1cb2a06649e51913a151f0e7ef6fa321,ethereum,VITA/BIO,0x2dc8fbafc10da100f2f12807b93cbb3e5ff7e6b0,unknown,0,1811841.4792,137011.954184169,1.98,127311782.4,51453290,True,1366249.3,1273117.824,-93131.47600000002,0.1567941269,1.0,8.791208791208787,0.0,9.347079460972829
2025-08-20T14:27:49.553320+00:00,NEURON,0xab814ce69e15f6b9660a3b184c0b0c97b9394a6b,ethereum,NEURON/BIO,0x4384273ccd97a503448ca46b3fd1da31689eb2ef,unknown,0,622679.4143,40813.4300638255,0.00025421,21862060.0,6653622,True,0,218620.6,218620.6,0.1567941269,1.0,16.3485743054602,0.0,18.203301666143464
2025-08-20T14:27:49.553320+00:00,HAIR,0x9ce115f0341ae5dabc8b477b74e83db2018a6f42,ethereum,HAIR/WETH,0x94dd312f6cb52c870aacfeeb8bf5e4e28f6952ff,unknown,0,1620896.8764,135355.713990554,79.79,122345039.02000001,55684074,False,0,0,0,0.1567941269,1.0,13.016997167138827,0.0,21.16909397458046
2025-08-20T14:27:49.553320+00:00,GROW,0x761A3557184cbC07b7493da0661c41177b2f97fA,ethereum,GROW/WETH,0x61847189477150832d658d8f34f84c603ac269af,unknown,0,823835.6839,68128.7941146058,0.586329,58632900.0,17719015,False,0,0,0,0.1567941269,1.0,8.590794193378287,0.0,7.245889189264393
2025-08-20T14:27:49.553320+00:00,BIO,0xcb1592591996765ec0efc1f92599a19767ee5ffa,ethereum,BIO/ETH,0xc8c4ec62ee9aed213a68d3c49b2b64b630a26873c5b003f40db4d357834bfd96,unknown,0,1103474.5073,1125410.27023976,0,0,0,True,0,0,0,0.1567941269,1.0,0.0,0.0,1.612235524437324
2025-08-20T14:27:49.553320+00:00,ATH,0xa4ffdf3208f46898ce063e25c1c43056fa754739,ethereum,ATH/WETH,0x8071df1889d60a1c6329ef79976fb1f2e50599af,unknown,0,293788.9838,23868.9894816581,0.494927,49492700.0,4328462,False,0,0,0,0.1567941269,1.0,9.216350885555274,0.0,-1.074708248432297
2025-08-20T14:27:49.553320+00:00,QBIO,0x3E6A1b21bd267677Fa49BE6425aEbe2fc0f89bDE,ethereum,QBIO/WETH,0x4830570554606cbc37478ab773fde991261fd99c,unknown,0,589133.2355,24500.0751378129,0.01024661892,4174337.2073427667,1975111.86790448,True,0,41743.372073427665,41743.372073427665,0.1567941269,1.0,3.1347083797173325,0.0,0.6067126382885439
2025-08-20T14:27:49.553320+00:00,VITA,0x81f8f0bb1cb2a06649e51913a151f0e7ef6fa321,ethereum,VITA-FAST/VITA,0x9263a956c4186d0527c317cedbea6f8925297db0,unknown,0,549978.9379,12431.8556829914,1.98,127311782.4,51453290,False,0,0,0,0.1567941269,1.0,8.791208791208787,0.0,9.347079460972829
2025-08-20T14:27:49.553320+00:00,CRYO,0xf4308b0263723b121056938c2172868E408079D0,ethereum,CRYO/WETH,0x6fcee8a45384aec61fdee3fbdd871a338d8ea44c,unknown,0,371367.4143,52021.579241947,1.0765285069,4761148.680569078,3216088.35059783,False,0,0,0,0.1567941269,1.0,18.24940060455313,0.0,4.937170053352537
2025-08-20T14:27:49.553320+00:00,NEURON,0xab814ce69e15f6b9660a3b184c0b0c97b9394a6b,ethereum,NEURON/WETH,0x840faba6f38e28e1494f186990f0f17cb2c7bcac,unknown,0,567289.0492,86133.7118740252,0.00025421,21862060.0,6653622,False,0,0,0,0.1567941269,1.0,16.3485743054602,0.0,18.203301666143464
2025-08-20T14:27:49.553320+00:00,PSY,0x2196B84EaCe74867b73fb003AfF93C11FcE1D47A,ethereum,PSY/WETH,0xedc5d54b823873f3bb143a06a5ef2d003c29a933,unknown,0,296582.0048,25643.7507865675,0.0592053972,6058734.293901366,2337030.39861532,False,0,0,0,0.1567941269,1.0,19.339999504139136,0.0,15.744597900756
2025-08-20T14:27:49.553320+00:00,PSY,0x2196B84EaCe74867b73fb003AfF93C11FcE1D47A,ethereum,PSY/BIO,0xf612b59da31ffddf3a99e7773abd35ef6a031578f0e7c93e0ee5386e66969b09,unknown,0,439825.0467,17740.6807793731,0.0592053972,6058734.293901366,2337030.39861532,True,0,60587.342939013666,60587.342939013666,0.1567941269,1.0,19.339999504139136,0.0,15.744597900756
